country,city,latitude,longitude,pm25,pm10,no2,so2,o3,co,temperature,humidity,wind_speed,hour,day,month,aqi
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,0.562469039006961,1.5515087164310433,-0.293566498292586,0.205111713311896,0.30118861872316954,1.1804538754199014,-0.31614197537150746,0.6608679073522845,-0.5686058603512101,0.9390096540689998,-1.784834826844216,0.0,108
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-0.46955007586706493,-0.28438340015678026,0.29411990338948835,-0.8206664979731271,-0.3029410317090218,1.0965367738684109,-1.6481180998036358,1.1872846741115413,1.344120860815476,1.0834726777719228,-1.784834826844216,0.0,90
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,0.1065831517259628,0.496055758675956,-0.3704823619946356,1.4268388203983873,-1.655142649638294,0.7049236332947905,1.0855562531580862,0.2689739736308008,1.5925127176260243,1.227935701474846,-1.784834826844216,0.0,84
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-0.5647506091960987,0.39197053616018035,2.2778690278065974,0.6410063463837685,-1.1167636022148317,-2.2801275504653566,0.171386945587544,1.6683298344616093,1.3393791660452306,1.372398725177769,-1.784834826844216,0.0,158
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-1.0928869012357385,-0.1491766161047736,0.5022920011042544,0.3599154147766731,-0.16388151629178013,1.1364972984167394,-0.8284890208660071,0.9968300596055963,-0.462100100896467,1.516861748880692,-1.784834826844216,0.0,97
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-0.5172070095157061,0.9051162834439499,-0.10290487942626424,0.8125125524802713,-0.29029925758018166,-1.8125894132499119,-0.6679073421980881,-0.8071025582587377,-1.4899536287850488,1.661324772583615,-1.784834826844216,0.0,92
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,2.1148610690955802,-0.19817907482184732,-0.8504286686133503,0.6540424475597498,0.9780251923196428,-0.26611711322959464,1.6004271757239872,-0.5340238605023728,-0.2706085813288642,-1.661324772583615,-1.5545335588643172,0.0,155
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,0.9886614266067605,1.6623542781494192,0.17928878796601505,0.3705072469821581,-0.4522343642781816,-0.11826317240077867,1.7226248905976753,-0.23350993407518805,0.8466076556912657,-1.516861748880692,-1.5545335588643172,0.0,115
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,1.1642157434242286,-1.0151400661514716,0.6425929039436465,0.30288247213175534,-0.756774034165003,0.8527775741236066,0.27150073608646896,-0.5076499559580834,1.2408978131247492,-1.372398725177769,-1.5545335588643172,0.0,121
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-1.354631700906457,0.25916387253513273,-0.2848112588683641,1.02883035636921,2.100400694340477,1.120513088597408,-1.0537450494885887,-1.5023759935490393,-0.5551102675435886,-1.227935701474846,-1.5545335588643172,0.0,76
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,0.45899512599576114,0.10823629968654679,-0.6294493198400115,-0.7298211679030079,-0.8876732509382315,0.6889394234754591,0.6733229981625123,-1.2193739152096121,-0.08385875653150637,-1.0834726777719228,-1.5545335588643172,0.0,96
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,0.2327805253710568,-1.2971942183262346,0.5612632418541793,0.27232911000054927,-0.9407820798181206,-1.2811144367571414,-0.29921096668418945,-1.518932649922919,1.2832083203054003,-0.9390096540689998,-1.5545335588643172,0.0,99
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,0.9552845729574739,-1.6495318970037713,-0.09820165163639283,0.8373626203469855,1.0061849114108687,0.6649631087464619,-0.7283752303670818,-0.5869308682099312,0.10435005127208061,-0.7945466303660768,-1.5545335588643172,0.0,114
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-0.8059252936296509,-0.45755208896185035,1.285849750896816,-0.32896105674158505,0.23985260350546403,-0.741647355354705,0.6087538097524912,0.9710929495372254,-1.64059362417823,-0.6500836066631537,-1.5545335588643172,0.0,124
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-0.08806793874143674,2.049773717067669,-0.44037956268718453,-0.7835950852539303,-0.22307712530777798,1.2923433441552217,1.3640240233693828,1.2776033572793097,-0.6229529773332536,-0.5056205829602307,-1.5545335588643172,0.0,121
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,0.13735332410552548,0.8394729897666299,-1.4800823336511997,0.6475243969717591,-0.33384314624618683,0.573053902285306,-1.3762755069047687,0.26249989645896316,-1.457856002648003,-0.36115755925730764,-1.5545335588643172,0.0,91
1.450486570328684,0.5197191965064278,0.6746883555576991,-1.4206573359809949,-2.1289860389667226,-0.04313129524031529,1.458928533564081,-0.20267382659926664,-0.7092837715645981,-0.8015881421771981,-1.4329575794666602,0.9105444081186459,-0.6867834838557881,-0.21669453555438456,-1.5545335588643172,0.0,130
